28733	LPC 18:2/0:0	LPC 18:2(9Z,12Z)/0:0	PC 18:2(9Z,12Z)/0:0	PC 18:2	LPC 18:2	
28762	FOH 6:0;[1-6cy6:0;2OH,3OH,4OH,5OH;6OMe]					
28771	FA 18:3(9Z,11E,13E);4oxo	FA 18:3(9,11,13);oxo				
28789	FOH 6:0;2OH,3OH,4OH,5OH,6OH					
28791	FA 4:0;COOH;3NH2					
28792	FA 22:1(13)	FA 22:1(13C)	FA 22:1(13Z)			
28797	FA 4:0;2NH2					
28805	HC 2:0;1Cl,2Cl					
28817	HC 12:0					
28822	FA 20:0					
28824	ST 29:2;O					
28831	FOH 3:0	HC 3:0;1OH				
28837	FA 8:0					
28842	FA 18:0					
28857	FOH 6:1(3)	FOH 6:1(3Z)				
28866	FA 24:0					
28875	FA 14:0	14				
28878	HC 12:0;1OH	FOH 12:0				
28885	HC 4:0;1OH	FOH 4:0				
28897	HC 15:0					
28903	FOH 10:0					
28913	FAL 6:1(2)					
28922	PGF2beta					
28932	FA 18:2(9,12);(OH)3	FA 18:2(9Z,12Z);8OH				
28935	CoA 16:1(2)	CoA 16:1(2E)				
28941	WE 22:0/0:0	FA 22:0				
28957	FOH 6:0;[1-6cy6:2(3,5);3Cl,6Cl;2OH]					
28960	FOH 3:1(2);Cl					
28972	FOH 3:0;2OH					
28975	FOH 6:0;[1-6cy6:2(2,5);2Cl,5Cl;4OH]					
28977	WE 8:2(2Z,4Z);3COOH;7Me;2OH;6oxo/0:0					
28982	HC 3:0;1Ep					
28985	HC 3:0;1Ep					
28989	FOH 6:0;[1-6cy6:2(2,5);2Cl,4Cl,5Cl]					
28998	FA 6:1(4E);2oxo					
29001	WE 7:0;0(2:1(3);2Me);6oxo/0:0	WE 5:1(4);(4:0;oxo);Me/0:0				
29002	FOH 3:0;2OH					
29004	CoA 7:0;0(2:1(3);2Me);6oxo					
29005	HC 6:0;[1-6cy6:0]					
29019	WE 9:0/0:0	FA 9:0				
29021	HC 6:0					
29024	WE 5:0;4Me;3oxo/0:0	FA 5:0;4Me;3oxo				
29045	FA 4:1(2);NH2;oxo					
29452	FOH 8:2(2,6);(Me)2					
29743	WE 12:0;3oxo/0:0					
30089	WE 2:0/0:0					
30245	WE 18:2(9Z,12Z)/0:0					
30316	WE 8:0;6SH,8SH/0:0					
30531	FA 6:0;COOH	FA 6:0;6COOH				
30742	FOH 2:0;2OH	HC 2:0;1OH,2OH				
30744	FA 3:0;3COOH;3oxo	FA 3:0;COOH;2oxo				
30768	FA 3:0					
30769	FA 4:0;3COOH,4COOH;3OH					
30772	WE 4:0/0:0	FA 4:0				
30776	FA 6:0	WE 6:0/0:0				
30794	FA 2:0;COOH					
30796	FA 3:0;COOH;2OH					
30797	FA 3:0;COOH;2OH					
30805	FA 12:0					
30807	WE 14:0/0:0					
30813	WE 10:0/0:0	FA 10:0				
30820	FA 18:0;2oxo					
30823	WE 18:1(9Z)/0:0					
30830	WE 4:0;4OH/0:0	FA 4:0;4OH				
30831	FA 4:0;2oxo					
30966	FOH 3:0;2Ep	HC 3:0;1Ep;3OH				
31001	FA 28:0					
31011	WE 5:0/0:0					
31572	WE 2:0/18:2(9,12)	WE 2:0/18:2(9Z,12Z)				
32383	WE 6:0;6OH/0:0					
32395	WE 20:4(5Z,8Z,11Z,14Z)/0:0					
32396	WE 6:0;6NH2/0:0					
32796	FA 4:0;COOH;2OH					
32798	FA 18:2(9Z,11E)	FA 18:0	FA 18:2(9,11)			
32809	FA 4:0;COOH;2NH2;3OH					
32811	FA 4:0;COOH;2NH2;4OH					
32816	FA 3:0;2oxo					
32826	FA 4:0;2NH2;3OH					
32888	HC 6:0;[1-6cy6:0;1Cl,2Cl,3Cl,4Cl,5Cl,6Cl]					
33033	FA 5:0;2oxo					
33190	WE 3:0;3oxo/0:0					
33198	FA 6:0;2OH,3OH,4OH,5OH,6OH					
33199	FA 3:0					
33404	FA 3:0;3OH					
33508	FA 3:0;2OH,3OH					
34112	PC O-32:1	PC O-16:0/18:1(9Z)	PC O-16:0/18:1			
34126	FA 20:4(5,8,12,14);11OH	FA 20:4(5,8,12,14);OH	FA 20:4;11OH	FA 20:4;OH	FA 20:4(5Z,8Z,12E,14Z);11OH	
34130	FA 20:3(5Z,8Z,11Z);11Ep	FA 20:3(5Z,8Z,14Z);11Ep	FA 20:3(5,8,14);11Ep	FA 20:3;Ep		
34450	FA 20:3(8,11,14);5Ep	FA 20:3(8Z,11Z,14Z);5Ep	FA 20:3(8,11,14);Ep			
34490	FA 20:3(5Z,11Z,14Z);8Ep	FA 20:3;8Ep	FA 20:3(5,11,14);8Ep			
